id,LabelText,X,Y,Font,FontSize,Fill,SS_Table
3092,50,191.831,315.582,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3093,52,147.179,314.739,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3094,53,169.271,242.854,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3095,54,221.024,260.294,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3096,56,246.495,168.576,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3097,57,176.747,174.623,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3098,58,155.041,126.974,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3099,59,240.688,126.127,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3100,61,309.518,329.835,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3101,62,266.244,287.783,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3102,63,267.399,256.051,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3103,64,331.167,278.219,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3104,65,301.481,238.153,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3105,66,306.691,225.37,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3106,67,325.402,249.665,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3107,68,360.465,204.685,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3108,69,372.041,244.159,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3109,71,350.711,331.552,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3110,72,335.062,343.429,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3111,73,352.666,341.464,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3112,74,383.244,263.147,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3113,75,378.81,209.489,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3114,76,380.721,145.276,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3115,77,408.83,109.868,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3116,78,428.809,91.914,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3117,79,422.659,162.935,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3118,80,420.905,236.09,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3119,81,434.889,208.317,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3120,82,451.611,220.132,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3121,83,456.356,205.321,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3122,84,457.699,163.149,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3123,85,499.844,193.397,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3124,86,505.475,219.765,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3125,87,480.279,254.892,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3126,88,445.161,267.213,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3127,89,464.059,295.841,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3128,90,455.641,341.464,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3129,91,491.277,349.413,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3130,92,450.637,379.498,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3131,93,396.475,370.987,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3132,94,386.19,382.997,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3133,95,433.691,378.123,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3134,96,498.61,386.587,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3135,97,435.291,445.826,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3136,98ES39,478.324,447.15,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3137,99,392.656,441.339,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3138,100,382.406,415.992,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3139,101,409.479,469.53,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3140,25a,305.225,402.968,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3141,26a,302.67,349.853,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3142,55,252.32,221.659,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3143,70,368.176,265.69,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3144,49a,247.938,289.574,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3145,49b,226.354,268.425,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3146,17,394.935,666.519,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3147,25ES7a,325.402,496.009,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3148,25ES7b,316.486,574.213,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3149,25ES7c,263.834,478.315,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3150,31ES9,208.969,625.847,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3151,38,202.859,477.244,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3152,38ES12,129.342,513.033,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3153,52ES19,144.362,260.203,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3154,54ES20a,171.57,203.875,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3155,63a,296.852,268.963,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3156,63ES27a,328.76,110.024,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3157,63ES27b,311.342,174.336,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3158,98ES39a,536.969,372.834,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3159,98ES39b,513.737,490.05,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3160,79ES31,422.928,140.655,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3161,79ES31b,497.76,146.487,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3162,79ES31a,473.464,98.834,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3163,10ES4,514.809,575.521,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3164,9ES3,479.154,537.232,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3165,101ES41,410.139,518.3,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3166,63ES27,290.262,214.378,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3167,30,270.706,664.075,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3168,31,256.842,610.599,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3169,28,307.379,597.241,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3170,98,465.328,414.249,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3171,1,96.463,493.931,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3172,2,79.841,452.808,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3173,3,47.188,421.454,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3174,4,138.549,465.664,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3175,5,105.939,483.624,MyriadPro-Regular,5.5,#0D72B9,YEAST_LSU
3176,10,365.2,445.547,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3177,20,370.277,525.931,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3178,30,395.522,550.751,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3179,40,426.97,543.981,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3180,100,445.866,542.007,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3181,50,409.06,549.481,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3182,60,418.226,524.239,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3183,90,455.738,521.7,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3184,70,433.456,510.558,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3185,80,464.059,488.418,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3186,110,453.765,539.328,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3187,120,465.611,545.392,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3188,130,483.521,561.045,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3189,140,471.393,566.796,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3190,150,494.661,555.827,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3191,10,496.917,582.058,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3192,20,474.494,587.699,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3193,30,476.893,605.187,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3194,40,498.469,624.224,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3195,50,465.328,630.711,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3196,70,414.277,632.968,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3197,80,411.599,612.025,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3198,90,432.892,600.955,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3199,100,406.663,584.456,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3200,110,393.458,607.018,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3201,320,381.984,586.288,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3202,150,528.507,679.082,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3203,120,499.313,671.608,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3204,140,528.507,641.571,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3205,130,500.726,633.955,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3206,160,395.522,617.031,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3207,260,373.661,631.698,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3208,170,411.896,645.519,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3209,180,422.598,659.156,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3210,190,436.982,655.813,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3211,200,466.175,641.605,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3212,210,479.289,671.608,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3213,220,453.481,706.435,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3214,230,431.341,684.441,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3215,240,404.123,680.492,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3216,250,384.239,659.339,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3217,270,355.752,632.262,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3218,290,336.151,611.673,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3219,280,335.163,642.558,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3220,300,353.779,596.584,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3221,310,372.534,574.725,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3222,330,383.957,575.245,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3223,340,370.56,566.545,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3224,350,335.727,567.956,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3225,360,324.022,534.53,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3226,390,326.701,509.853,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3227,380,330.932,528.752,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3228,400,346.304,495.188,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3229,410,347.29,437.227,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3230,420,359.277,415.085,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3231,630,324.868,398.869,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3232,430,345.599,410.573,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3233,440,346.586,421.995,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3234,490,324.163,437.227,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3235,450,345.316,457.252,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3236,460,345.456,485.316,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3237,470,322.612,480.098,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3238,480,322.33,453.022,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3239,500,319.65,444.56,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3240,510,320.92,470.414,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3241,580,295.963,472.71,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3242,520,325.009,499.699,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3243,530,318.945,527.943,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3244,540,318.945,558.506,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3245,550,295.427,557.688,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3246,560,296.524,526.213,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3247,570,288.483,504.9,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3248,590,297.215,461.359,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3249,600,271.108,472.13,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3250,610,301.741,427.574,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3251,620,322.049,412.97,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3252,650,306.112,392.379,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3253,640,326.048,388.856,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3254,1440,290.177,374.471,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3255,660,306.535,407.329,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3256,670,300.753,590.519,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3257,790,272.69,598.135,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3258,680,301.74,604.34,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3259,700,316.548,625.635,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3260,690,339.252,595.067,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3261,710,314.15,654.686,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3262,720,274.1,653.135,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3263,740,241.383,644.954,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3264,730,254.779,667.801,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3265,750,258.728,634.801,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3266,760,229.818,634.098,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3267,770,227.279,603.07,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3268,780,264.651,608.288,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3269,800,277.16,421.369,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3270,940,251.536,430.739,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3271,810,263.289,463.402,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3272,930,244.202,443.854,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3273,820,263.805,484.752,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3274,900,236.446,498.854,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3275,830,264.933,507.598,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3276,860,257.035,530.866,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3277,840,287.541,522.168,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3278,850,286.836,550.476,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3279,890,232.074,516.623,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3280,870,243.497,540.033,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3281,880,209.228,549.481,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3282,910,239.126,491.521,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3283,920,223.332,468.604,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3284,1370,230.946,404.227,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3285,950,243.074,423.829,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3286,970,211.061,470.226,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3287,1110,186.241,456.547,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3288,980,204.01,492.648,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3289,1060,165.511,515.917,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3290,990,191.318,522.969,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3291,1050,161.561,553.571,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3292,1000,188.64,550.469,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3293,1010,192.024,586.288,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3294,1040,160.152,586.007,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3295,1020,190.19,613.506,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3296,1030,160.435,619.146,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3297,1090,147.179,500.404,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3298,1070,161.561,524.449,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3299,1080,130.019,531.713,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3300,1100,163.255,463.739,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3301,1140,169.373,426.791,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3302,1120,174.819,450.342,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3303,1130,143.186,440.04,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3304,1150,160.998,413.253,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3305,1160,181.729,399.15,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3306,1170,167.204,389.277,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3307,1180,152.536,372.637,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3308,1320,162.18,348.877,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3309,1190,140.549,370.24,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3310,1200,104.287,352.613,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3311,1210,96.409,330.612,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3312,1290,101.346,302.76,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3313,1220,73.986,315.099,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3314,1280,96.833,283.086,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3315,1230,71.871,285.484,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3316,1250,60.73,259.678,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3317,1240,57.346,286.049,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3318,1260,91.614,256.716,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3319,1270,115.73,268.983,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3320,1300,118.691,317.215,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3321,1310,158.037,326.523,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3322,1330,191.036,371.368,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3323,1340,199.357,384.342,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3324,1360,222.203,380.959,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3325,1350,197.1,360.65,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3326,1380,239.831,388.15,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3327,1420,242.933,355.15,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3328,1390,222.596,373.202,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3329,1400,206.268,342.035,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3330,1410,233.343,329.06,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3331,1430,267.399,372.497,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3332,2360,314.292,358.11,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3333,1450,278.754,362.625,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3334,1460,270.292,359.522,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3335,1470,245.754,346.266,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3336,1480,253.934,340.202,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3337,1490,236.305,322.997,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3338,1520,195.973,308.048,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3339,1510,176.934,337.944,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3340,1530,194.985,296.202,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3341,1590,171.152,274.484,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3342,1540,175.101,317.215,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3343,1550,148.871,307.202,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3344,1560,138.717,293.1,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3345,1570,128.846,260.241,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3346,1580,161.14,274.485,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3347,1610,189.062,249.101,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3348,1600,165.511,265.881,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3349,1620,199.217,244.869,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3350,1820,226.856,252.344,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3351,1630,195.55,224.561,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3352,1640,209.793,193.818,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3353,1650,230.946,206.087,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3354,1790,257.035,177.742,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3355,1660,237.292,196.922,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3356,1780,240.112,161.102,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3357,1670,212.19,178.447,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3358,1690,185.678,157.999,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3359,1680,201.049,180.221,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3360,1700,184.832,151.371,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3361,1740,170.165,126.127,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3362,1710,153.101,151.371,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3363,1730,141.96,124.577,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3364,1720,120.947,150.101,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3365,1750,201.613,126.975,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3366,1770,228.972,149.114,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3367,1760,216.845,120.346,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3368,1800,260.306,218.398,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3369,1810,258.728,231.613,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3370,1830,216.845,269.451,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3371,1840,235.882,272.088,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3372,1850,251.095,307.622,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3373,1860,259.362,299.094,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3374,1870,274.664,319.19,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3375,1880,275.368,327.228,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3376,2350,299.202,343.304,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3377,1890,286.368,313.125,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3378,2340,316.548,319.754,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3379,1900,297.65,301.279,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3380,1910,277.625,289.573,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3381,1920,256.048,293.1,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3382,1930,244.626,260.805,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3383,1940,265.639,265.177,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3384,1950,265.639,237.536,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3385,1960,268.177,210.318,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3386,2080,290.177,207.074,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3387,2060,291.446,172.665,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3388,1970,264.228,163.64,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3389,1980,308.087,136,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3390,1990,338.548,134.59,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3391,2030,341.649,161.384,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3392,2000,340.24,127.82,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3393,2020,370.137,124.998,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3394,2010,351.24,93.268,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3395,2040,313.868,163.922,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3396,2050,294.219,166.319,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3397,2070,313.728,181.902,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3398,2090,300.436,219.838,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3399,2100,291.587,239.652,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3400,2110,290.775,263.838,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3401,2120,307.299,277.375,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3402,2330,334.175,284.921,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3403,2130,306.817,268.703,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3404,2140,288.907,258.549,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3405,2150,305.267,233.023,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3406,2180,330.228,226.606,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3407,2160,302.617,199.742,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3408,2170,333.33,196.076,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
3409,2190,336.573,237.254,MyriadPro-Regular,3.507,#7F141D,YEAST_LSU
